CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01221165,University,Uganda,Master,Chonnam National University,Kdi School Of Public Policy Andmanagement,Master of development policy,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01221166,University,Uganda,Master,Duksung Women'S University,Kangwon National University,Interdisciplinary graduate program in medicalbigdata convergence,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01221167,University,Uganda,Master,Chonnam National University,Mokwon University,Social welfare,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01221168,University,Uganda,Doctoral,Chejuhalla University,Dongseo University,Computer engineering,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01221169,University,Ukraine,Master,Chejuhalla University,Dongguk University,Dongguk global mba,,UA,EU,"(49.4871968, 31.2718321, 0.0)",49.4871968,31.2718321,1,4,0.003352892
CS01221170,University,Ukraine,Master,Exempt,Yonsei University,Area studies,,UA,EU,"(49.4871968, 31.2718321, 0.0)",49.4871968,31.2718321,1,4,0.003352892
CS01221171,University,Ukraine,Master,Jeju National University,Hanyang University,Theatre and film - theatre and film(practical skill),,UA,EU,"(49.4871968, 31.2718321, 0.0)",49.4871968,31.2718321,1,4,0.003352892
CS01221172,University,Ukraine,Doctoral,Sunmoon University,Hongik University,Art & culture management,,UA,EU,"(49.4871968, 31.2718321, 0.0)",49.4871968,31.2718321,1,4,0.003352892
CS01221173,University,United States of America,Master,Exempt,Kyungpook National University,Business administration,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01221174,University,United States of America,Master,Pai Chai University,Yonsei University,Global studies,Conditionalsuccessful candidate,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01221175,University,United States of America,Master,Exempt,Hankuk University Of Foreign Studies,Kflt(korean as a foreign language&translation),,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01221176,University,Uzbekistan,Master,Chungnam Univeristy,Kangwon National University,Korean language and literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221177,University,Uzbekistan,Master,Jeju National University,Kangwon National University,Korean language and literature,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221178,University,Uzbekistan,Master,Chungnam Univeristy,Konkuk University,English language & literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221179,University,Uzbekistan,Master,Exempt,Kyung Hee University,Culture & tourism contents,Scholarship deffered(6 months),UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221180,University,Uzbekistan,Master,Busan University Of Foreignstudies,Keimyung University,Teaching korean as a foreign language,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221181,University,Uzbekistan,Master,Duksung Women'S University,Daegu University,Media communication,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221182,University,Uzbekistan,Master,Exempt,Duksung Women'S University,Early childhood eduction,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221183,University,Uzbekistan,Master,Keimyung University,Dongguk University,Education,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221184,University,Uzbekistan,Doctoral,Konyang University,Dong-A University,International studies,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221185,University,Uzbekistan,Master,Jeju National University,Dong-A University,Korean langauge & literature,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221186,University,Uzbekistan,Master,Dongseo University,Pai Chai University,Tourism festival & heritage management,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221187,University,Uzbekistan,Master,Kangwon National University,Busan University Of Foreign Studies,English language and literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221188,University,Uzbekistan,Doctoral,Exempt,Sogang University,International relations,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221189,University,Uzbekistan,Master,Sunmoon University,Sogang University,International relations,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221190,University,Uzbekistan,Master,Duksung Women'S University,Semyung University,Korean language and literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221191,University,Uzbekistan,Master,Daegu University,Semyung University,Korean language and literature,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221192,University,Uzbekistan,Master,Konyang University,Semyung University,Tourism,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221193,University,Uzbekistan,Master,Exempt,Sookmyung Women'S University,English language & literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221194,University,Uzbekistan,Master,Chejuhalla University,Ajou University,International development and cooperation,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221195,University,Uzbekistan,Master,Pai Chai University,Chungbuk National University,English language and literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221196,University,Uzbekistan,Master,Keimyung University,Kongju National University,Computer software,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221197,University,Uzbekistan,Master,Jeju National University,Inje University,Information & communication system,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221198,University,Uzbekistan,Master,Sunchon National University,Chungnam National University,Pharmacy,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221199,University,Vietnam,Master,Exempt,Kangwon National University,Korean language and literature,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221200,University,Vietnam,Master,Konyang University,Kangwon National University,Media & communication,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221201,University,Vietnam,Master,Exempt,Kangwon National University,English,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221202,University,Vietnam,Master,Daejon University,Kyung Hee University,Business administration,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221203,University,Vietnam,Master,Exempt,Kyung Hee University,Korean language & literature,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221204,University,Vietnam,Master,Exempt,Kyung Hee University,International trade,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221205,University,Vietnam,Master,Pai Chai University,Keimyung University,Management information systems,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221206,University,Vietnam,Master,Sunchon National University,Kookmin University,Entertainment and contents design,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221207,University,Vietnam,Master,Exempt,Kookmin University,Korean language and literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221208,University,Vietnam,Master,Exempt,Kookmin University,Korean language and literature,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221209,University,Vietnam,Master,Exempt,Kookmin University,Korean language and literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221210,University,Vietnam,Doctoral,Chonnam National University,Kit(Kumoh National Institute Oftechnology),Civil engineering,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221211,University,Vietnam,Master,Exempt,Dongguk University,Korean language & literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221212,University,Vietnam,Master,Exempt,Busan University Of Foreign Studies,Korean language education,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221213,University,Vietnam,Master,Exempt,Busan University Of Foreign Studies,Korean language education,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221214,University,Vietnam,Master,Exempt,Sungkyunkwan University,Media and communication,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221215,University,Vietnam,Master,Exempt,Sookmyung Women'S University,Public relations &advertising,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221216,University,Vietnam,Master,Exempt,Ewha Womans University,Korean studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221217,University,Vietnam,Master,Exempt,Ewha Womans University,Women's studies,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221218,University,Vietnam,Master,Keimyung University,Jeonbuk National University,Political science,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221219,University,Vietnam,Master,Exempt,Chung-Ang University,Korean language and literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221220,University,Vietnam,Master,Exempt,Chungnam National University,Business administration,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221221,University,Vietnam,Master,Duksung Women'S University,Kaist - Korea Advanced Institute Ofscience And Technology,Civil and environmental engineering,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221222,University,Vietnam,Master,Exempt,Hankuk University Of Foreign Studies,Kflt(korean as a foreign language&translation),,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221223,University,Vietnam,Master,Exempt,Hankuk University Of Foreign Studies,Global culture & contents,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221224,University,Vietnam,Master,Exempt,"The Graduate School Of Koreanstudies, The Academy Of Korean",Korean culture and society,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221225,University,Vietnam,Master,Sunchon National University,Kyungpook National University,Food and food-service industry,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221226,University,Vietnam,Master,Chejuhalla University,Gyeongsang National University,Convergence medical science,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221227,University,Vietnam,Master,Pai Chai University,Busan University Of Foreign Studies,Korean-vietnamese translation studies,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221228,University,Vietnam,Master,Exempt,Hannam University,Korean language education,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221229,R&D,Indonesia,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Materials engineering and convergencetechnology,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221230,R&D,Bangladesh,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Electronic engineering,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221231,R&D,Indonesia,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Materials engineering and convergencetechnology,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221232,R&D,Mongolia,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Engergy and mechanical engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221233,R&D,Mongolia,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Engergy and mechanical engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221234,R&D,Colombia,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Mechanical and aerospace engineering,,CO,SA,"(4.099917, -72.9088133, 0.0)",4.099917,-72.9088133,1,9,0.007544007
CS01221235,R&D,Indonesia,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Biosystems engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221236,R&D,Egypt,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Mechanical and aerospace engineering,,EG,AF,"(26.2540493, 29.2675469, 0.0)",26.2540493,29.2675469,1,8,0.006705784
CS01221237,R&D,India,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Industrial and systems engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221238,R&D,India,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Chemistry,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221239,R&D,India,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Industrial and systems engineering,Scholarship deffered(6 months),IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221240,R&D,Mexico,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Materials engineering and convergencetechnology,,MX,NA,"(23.6585116, -102.0077097, 0.0)",23.6585116,-102.0077097,1,14,0.011735122
CS01221241,R&D,Indonesia,Master,Gyeongsang Nationaluniversity,Gyeongsang National University,Engergy and mechanical engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221242,R&D,India,Doctoral,Gyeongsang Nationaluniversity,Gyeongsang National University,Chemistry,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221243,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,Scholarship deffered(6 months),ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221244,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221245,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221246,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221247,R&D,Pakistan,Doctoral,Kookmin University,Kookmin University,Electronics engineering,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221248,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221249,R&D,Bangladesh,Master,Kookmin University,Kookmin University,Electronics engineering,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221250,R&D,Indonesia,Master,Kookmin University,Kookmin University,Electronics engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221251,R&D,Vietnam,Master,Kookmin University,Kookmin University,Electronics engineering,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221252,R&D,Mongolia,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of data science,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221253,R&D,Kazakhstan,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of data science,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01221254,R&D,Mexico,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of data science,,MX,NA,"(23.6585116, -102.0077097, 0.0)",23.6585116,-102.0077097,1,14,0.011735122
CS01221255,R&D,Iran,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of data science,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01221256,R&D,Cambodia,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of materials science and engineering,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221257,R&D,Indonesia,Master,Seoul National University Ofscience And Technology,Seoul National University Of Scienceand Technology,Department of applied artificial intelligence,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221258,R&D,India,Master,Sungkyunkwanuniversity,Sungkyunkwan University,Biomedical sciences,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221259,R&D,Indonesia,Master,Sungkyunkwanuniversity,Sungkyunkwan University,Biomedical sciences,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221260,R&D,Philippines,Master,Sungkyunkwanuniversity,Sungkyunkwan University,Biomedical sciences,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221261,R&D,India,Master,Soonchunhyang University,Soonchunhyang University,Integrated biomedical science(sims),,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221262,R&D,Cambodia,Master,Soonchunhyang University,Soonchunhyang University,Software convergence,Conditionalsuccessful candidate,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221263,R&D,Cambodia,Master,Soonchunhyang University,Soonchunhyang University,Software convergence,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221264,R&D,Tunisia,Doctoral,Soonchunhyang University,Soonchunhyang University,Life science,,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01221265,R&D,Cambodia,Master,Soonchunhyang University,Soonchunhyang University,Software convergence,Conditionalsuccessful candidate,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221266,R&D,Indonesia,Master,Soonchunhyang University,Soonchunhyang University,Future convergence technology,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221267,R&D,Indonesia,Master,Soonchunhyang University,Soonchunhyang University,Integrated biomedical science(sims),Conditionalsuccessful candidate,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221268,R&D,Cambodia,Master,Soonchunhyang University,Soonchunhyang University,Software convergence,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221269,R&D,Iran,Master,Ajou University,Ajou University,Computer engineering,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01221270,R&D,Bangladesh,Master,Ajou University,Ajou University,Computer engineering,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221271,R&D,China,Doctoral,Ajou University,Ajou University,Computer engineering,,CN,AS,"(35.000074, 104.999927, 0.0)",35.000074,104.999927,1,16,0.013411567
CS01221272,R&D,China,Doctoral,Ajou University,Ajou University,Computer engineering,Conditionalsuccessful candidate,CN,AS,"(35.000074, 104.999927, 0.0)",35.000074,104.999927,1,16,0.013411567
CS01221273,R&D,Zimbabwe,Master,Ajou University,Ajou University,Computer engineering,,ZW,AF,"(-18.4554963, 29.7468414, 0.0)",-18.4554963,29.7468414,1,2,0.001676446
CS01221274,R&D,Gambia,Master,Ajou University,Ajou University,Computer engineering,Conditionalsuccessful candidate,GM,AF,"(13.470062, -15.4900464, 0.0)",13.470062,-15.4900464,1,2,0.001676446
CS01221275,R&D,Indonesia,Master,Inje University,Inje University,Nanoscience and engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221276,R&D,Myanmar,Master,Inje University,Inje University,Digital anti-aging healthcare,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221277,R&D,Indonesia,Master,Inje University,Inje University,Digital anti-aging healthcare,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221278,R&D,India,Doctoral,Inje University,Inje University,Nanoscience and engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221279,R&D,India,Master,Inje University,Inje University,Digital anti-aging healthcare,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221280,R&D,Vietnam,Master,Inje University,Inje University,Nanoscience and engineering,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221281,R&D,Afghanistan,Doctoral,Inje University,Inje University,Nanoscience and engineering,,AF,AS,"(33.7680065, 66.2385139, 0.0)",33.7680065,66.2385139,1,1,0.000838223
CS01221282,R&D,Germany,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,DE,EU,"(51.1638175, 10.4478313, 0.0)",51.1638175,10.4478313,1,7,0.005867561
CS01221283,R&D,Indonesia,Master,Chonnam National University,Chonnam National University,Department of materials science and engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221284,R&D,Indonesia,Master,Chonnam National University,Chonnam National University,Department of materials science and engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221285,R&D,India,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221286,R&D,Indonesia,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221287,R&D,Russia,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01221288,R&D,Bangladesh,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221289,R&D,Cambodia,Master,Chonnam National University,Chonnam National University,Data science,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221290,R&D,India,Doctoral,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221291,R&D,Mongolia,Master,Chonnam National University,Chonnam National University,Department of artificial intelligence convergence,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221292,R&D,Mongolia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Mathematics,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221293,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Mathematics,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221294,R&D,Kazakhstan,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),Conditionalsuccessful candidate,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01221295,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),Conditionalsuccessful candidate,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221296,R&D,Pakistan,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221297,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodapplication technology),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221298,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodapplication technology),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221299,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Wood & paper science,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221300,R&D,Indonesia,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodapplication technology),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221301,R&D,India,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221302,R&D,Costa Rica,Master,Kyungpook Nationaluniversity,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),,CR,NA,"(10.2735633, -84.0739102, 0.0)",10.2735633,-84.0739102,1,2,0.001676446
CS01221303,R&D,Nepal,Master,Keimyung University,Keimyung University,Pharmacy,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221304,R&D,Nepal,Master,Keimyung University,Keimyung University,Pharmacy,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221305,R&D,Pakistan,Doctoral,Keimyung University,Keimyung University,Pharmacy,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
